date,IF_close,code,strike,IOIF_delta_price,exp_day,IO_close
2020-01-21,4128.0,IO2002-P-3850                 ,3850,-278.0,31,7.6
2020-01-21,4128.0,IO2002-P-3900                 ,3900,-228.0,31,12.2
2020-01-21,4128.0,IO2002-P-3950                 ,3950,-178.0,31,19.6
2020-01-21,4128.0,IO2002-P-4000                 ,4000,-128.0,31,30.4
2020-01-21,4128.0,IO2002-P-4050                 ,4050,-78.0,31,45.2
2020-01-21,4128.0,IO2002-P-4100                 ,4100,-28.0,31,64.6
2020-01-21,4128.0,IO2002-P-4150                 ,4150,22.0,31,91.2
2020-01-21,4128.0,IO2002-P-4200                 ,4200,72.0,31,121.0
2020-01-21,4128.0,IO2002-P-4250                 ,4250,122.0,31,157.8
2020-01-21,4128.0,IO2002-P-4300                 ,4300,172.0,31,195.8
2020-01-21,4128.0,IO2002-P-4350                 ,4350,222.0,31,238.8
2020-01-21,4128.0,IO2002-P-4400                 ,4400,272.0,31,282.8
2020-01-21,4128.0,IO2002-P-4450                 ,4450,322.0,31,329.4
2020-01-21,4128.0,IO2002-P-4500                 ,4500,372.0,31,375.8
2020-01-21,4128.0,IO2002-P-4550                 ,4550,422.0,31,424.6
2020-01-21,4128.0,IO2002-P-4600                 ,4600,472.0,31,474.2
2020-01-21,4128.0,IO2002-P-4650                 ,4650,522.0,31,522.2
2020-01-22,4140.6,IO2002-P-3550                 ,3550,-590.6000000000004,30,0.8
2020-01-22,4140.6,IO2002-P-3600                 ,3600,-540.6000000000004,30,1.0
2020-01-22,4140.6,IO2002-P-3650                 ,3650,-490.60000000000036,30,1.4
2020-01-22,4140.6,IO2002-P-3700                 ,3700,-440.60000000000036,30,1.8
2020-01-22,4140.6,IO2002-P-3750                 ,3750,-390.60000000000036,30,2.6
2020-01-22,4140.6,IO2002-P-3800                 ,3800,-340.60000000000036,30,4.0
2020-01-22,4140.6,IO2002-P-3850                 ,3850,-290.60000000000036,30,6.2
2020-01-22,4140.6,IO2002-P-3900                 ,3900,-240.60000000000036,30,9.8
2020-01-22,4140.6,IO2002-P-3950                 ,3950,-190.60000000000036,30,15.8
2020-01-22,4140.6,IO2002-P-4000                 ,4000,-140.60000000000036,30,24.6
2020-01-22,4140.6,IO2002-P-4050                 ,4050,-90.60000000000036,30,38.6
2020-01-22,4140.6,IO2002-P-4100                 ,4100,-40.600000000000364,30,55.6
2020-01-22,4140.6,IO2002-P-4150                 ,4150,9.399999999999636,30,79.4
2020-01-22,4140.6,IO2002-P-4200                 ,4200,59.399999999999636,30,111.0
2020-01-22,4140.6,IO2002-P-4250                 ,4250,109.39999999999964,30,146.6
2020-01-22,4140.6,IO2002-P-4300                 ,4300,159.39999999999964,30,185.6
2020-01-22,4140.6,IO2002-P-4350                 ,4350,209.39999999999964,30,226.4
2020-01-22,4140.6,IO2002-P-4400                 ,4400,259.39999999999964,30,272.0
2020-01-22,4140.6,IO2002-P-4450                 ,4450,309.39999999999964,30,317.4
2020-01-22,4140.6,IO2002-P-4500                 ,4500,359.39999999999964,30,365.2
2020-01-22,4140.6,IO2002-P-4550                 ,4550,409.39999999999964,30,413.4
2020-01-22,4140.6,IO2002-P-4600                 ,4600,459.39999999999964,30,462.0
2020-01-22,4140.6,IO2002-P-4650                 ,4650,509.39999999999964,30,511.6
2020-01-23,3990.2,IO2002-P-3550                 ,3550,-440.1999999999998,29,1.8
2020-01-23,3990.2,IO2002-P-3600                 ,3600,-390.1999999999998,29,3.0
2020-01-23,3990.2,IO2002-P-3650                 ,3650,-340.1999999999998,29,4.8
2020-01-23,3990.2,IO2002-P-3700                 ,3700,-290.1999999999998,29,7.6
2020-01-23,3990.2,IO2002-P-3750                 ,3750,-240.19999999999982,29,11.8
2020-01-23,3990.2,IO2002-P-3800                 ,3800,-190.19999999999982,29,19.0
2020-01-23,3990.2,IO2002-P-3850                 ,3850,-140.19999999999982,29,30.0
2020-01-23,3990.2,IO2002-P-3900                 ,3900,-90.19999999999982,29,44.2
2020-01-23,3990.2,IO2002-P-3950                 ,3950,-40.19999999999982,29,63.8
2020-01-23,3990.2,IO2002-P-4000                 ,4000,9.800000000000182,29,85.4
2020-01-23,3990.2,IO2002-P-4050                 ,4050,59.80000000000018,29,111.6
2020-01-23,3990.2,IO2002-P-4100                 ,4100,109.80000000000018,29,143.6
2020-01-23,3990.2,IO2002-P-4150                 ,4150,159.80000000000018,29,180.8
2020-01-23,3990.2,IO2002-P-4200                 ,4200,209.80000000000018,29,222.2
2020-01-23,3990.2,IO2002-P-4250                 ,4250,259.8000000000002,29,267.2
2020-01-23,3990.2,IO2002-P-4300                 ,4300,309.8000000000002,29,325.4
2020-01-23,3990.2,IO2002-P-4350                 ,4350,359.8000000000002,29,371.8
2020-01-23,3990.2,IO2002-P-4400                 ,4400,409.8000000000002,29,419.2
2020-01-23,3990.2,IO2002-P-4450                 ,4450,459.8000000000002,29,467.2
2020-01-23,3990.2,IO2002-P-4500                 ,4500,509.8000000000002,29,515.6
2020-01-23,3990.2,IO2002-P-4550                 ,4550,559.8000000000002,29,564.6
2020-01-23,3990.2,IO2002-P-4600                 ,4600,609.8000000000002,29,613.8
2020-01-23,3990.2,IO2002-P-4650                 ,4650,659.8000000000002,29,663.2
2020-02-03,3616.8,IO2002-P-3550                 ,3550,-66.80000000000018,18,106.8
2020-02-03,3616.8,IO2002-P-3600                 ,3600,-16.800000000000182,18,133.0
2020-02-03,3616.8,IO2002-P-3650                 ,3650,33.19999999999982,18,166.8
2020-02-03,3616.8,IO2002-P-3700                 ,3700,83.19999999999982,18,192.6
2020-02-03,3616.8,IO2002-P-3750                 ,3750,133.19999999999982,18,231.6
2020-02-03,3616.8,IO2002-P-3800                 ,3800,183.19999999999982,18,276.8
2020-02-03,3616.8,IO2002-P-3850                 ,3850,233.19999999999982,18,302.8
2020-02-03,3616.8,IO2002-P-3900                 ,3900,283.1999999999998,18,315.8
2020-02-03,3616.8,IO2002-P-3950                 ,3950,333.1999999999998,18,358.2
2020-02-03,3616.8,IO2002-P-4000                 ,4000,383.1999999999998,18,445.2
2020-02-03,3616.8,IO2002-P-4050                 ,4050,433.1999999999998,18,489.0
2020-02-03,3616.8,IO2002-P-4100                 ,4100,483.1999999999998,18,524.8
2020-02-03,3616.8,IO2002-P-4150                 ,4150,533.1999999999998,18,570.6
2020-02-03,3616.8,IO2002-P-4200                 ,4200,583.1999999999998,18,617.6
2020-02-03,3616.8,IO2002-P-4250                 ,4250,633.1999999999998,18,665.8
2020-02-03,3616.8,IO2002-P-4300                 ,4300,683.1999999999998,18,688.2
2020-02-03,3616.8,IO2002-P-4350                 ,4350,733.1999999999998,18,737.6
2020-02-03,3616.8,IO2002-P-4400                 ,4400,783.1999999999998,18,787.0
2020-02-03,3616.8,IO2002-P-4450                 ,4450,833.1999999999998,18,857.8
2020-02-03,3616.8,IO2002-P-4500                 ,4500,883.1999999999998,18,886.4
2020-02-03,3616.8,IO2002-P-4550                 ,4550,933.1999999999998,18,936.4
2020-02-03,3616.8,IO2002-P-4600                 ,4600,983.1999999999998,18,986.4
2020-02-03,3616.8,IO2002-P-4650                 ,4650,1033.1999999999998,18,1036.4
2020-02-04,3767.2,IO2002-P-3300                 ,3300,-467.1999999999998,17,6.8
2020-02-04,3767.2,IO2002-P-3350                 ,3350,-417.1999999999998,17,8.2
2020-02-04,3767.2,IO2002-P-3400                 ,3400,-367.1999999999998,17,10.4
2020-02-04,3767.2,IO2002-P-3450                 ,3450,-317.1999999999998,17,13.6
2020-02-04,3767.2,IO2002-P-3500                 ,3500,-267.1999999999998,17,17.8
2020-02-04,3767.2,IO2002-P-3550                 ,3550,-217.19999999999982,17,23.6
2020-02-04,3767.2,IO2002-P-3600                 ,3600,-167.19999999999982,17,32.0
2020-02-04,3767.2,IO2002-P-3650                 ,3650,-117.19999999999982,17,43.4
2020-02-04,3767.2,IO2002-P-3700                 ,3700,-67.19999999999982,17,57.8
2020-02-04,3767.2,IO2002-P-3750                 ,3750,-17.199999999999818,17,76.4
2020-02-04,3767.2,IO2002-P-3800                 ,3800,32.80000000000018,17,100.2
2020-02-04,3767.2,IO2002-P-3850                 ,3850,82.80000000000018,17,131.6
2020-02-04,3767.2,IO2002-P-3900                 ,3900,132.80000000000018,17,164.0
2020-02-04,3767.2,IO2002-P-3950                 ,3950,182.80000000000018,17,203.4
2020-02-04,3767.2,IO2002-P-4000                 ,4000,232.80000000000018,17,247.4
2020-02-04,3767.2,IO2002-P-4050                 ,4050,282.8000000000002,17,292.8
2020-02-04,3767.2,IO2002-P-4100                 ,4100,332.8000000000002,17,337.8
2020-02-04,3767.2,IO2002-P-4150                 ,4150,382.8000000000002,17,384.8
2020-02-04,3767.2,IO2002-P-4200                 ,4200,432.8000000000002,17,437.0
2020-02-04,3767.2,IO2002-P-4250                 ,4250,482.8000000000002,17,485.8
2020-02-04,3767.2,IO2002-P-4300                 ,4300,532.8000000000002,17,535.2
2020-02-04,3767.2,IO2002-P-4350                 ,4350,582.8000000000002,17,584.6
2020-02-04,3767.2,IO2002-P-4400                 ,4400,632.8000000000002,17,634.4
2020-02-04,3767.2,IO2002-P-4450                 ,4450,682.8000000000002,17,684.2
2020-02-04,3767.2,IO2002-P-4500                 ,4500,732.8000000000002,17,734.0
2020-02-04,3767.2,IO2002-P-4550                 ,4550,782.8000000000002,17,784.0
2020-02-04,3767.2,IO2002-P-4600                 ,4600,832.8000000000002,17,834.0
2020-02-04,3767.2,IO2002-P-4650                 ,4650,882.8000000000002,17,884.2
2020-02-05,3798.2,IO2002-P-3300                 ,3300,-498.1999999999998,16,4.8
2020-02-05,3798.2,IO2002-P-3350                 ,3350,-448.1999999999998,16,5.6
2020-02-05,3798.2,IO2002-P-3400                 ,3400,-398.1999999999998,16,7.2
2020-02-05,3798.2,IO2002-P-3450                 ,3450,-348.1999999999998,16,9.2
2020-02-05,3798.2,IO2002-P-3500                 ,3500,-298.1999999999998,16,12.0
2020-02-05,3798.2,IO2002-P-3550                 ,3550,-248.19999999999982,16,16.0
2020-02-05,3798.2,IO2002-P-3600                 ,3600,-198.19999999999982,16,21.2
2020-02-05,3798.2,IO2002-P-3650                 ,3650,-148.19999999999982,16,28.8
2020-02-05,3798.2,IO2002-P-3700                 ,3700,-98.19999999999982,16,40.0
2020-02-05,3798.2,IO2002-P-3750                 ,3750,-48.19999999999982,16,54.2
2020-02-05,3798.2,IO2002-P-3800                 ,3800,1.800000000000182,16,73.6
2020-02-05,3798.2,IO2002-P-3850                 ,3850,51.80000000000018,16,98.2
2020-02-05,3798.2,IO2002-P-3900                 ,3900,101.80000000000018,16,128.2
2020-02-05,3798.2,IO2002-P-3950                 ,3950,151.80000000000018,16,166.6
2020-02-05,3798.2,IO2002-P-4000                 ,4000,201.80000000000018,16,209.0
2020-02-05,3798.2,IO2002-P-4050                 ,4050,251.80000000000018,16,253.0
2020-02-05,3798.2,IO2002-P-4100                 ,4100,301.8000000000002,16,307.4
2020-02-05,3798.2,IO2002-P-4150                 ,4150,351.8000000000002,16,355.4
2020-02-05,3798.2,IO2002-P-4200                 ,4200,401.8000000000002,16,404.0
2020-02-05,3798.2,IO2002-P-4250                 ,4250,451.8000000000002,16,453.2
2020-02-05,3798.2,IO2002-P-4300                 ,4300,501.8000000000002,16,502.8
2020-02-05,3798.2,IO2002-P-4350                 ,4350,551.8000000000002,16,552.6
2020-02-05,3798.2,IO2002-P-4400                 ,4400,601.8000000000002,16,602.4
2020-02-05,3798.2,IO2002-P-4450                 ,4450,651.8000000000002,16,652.2
2020-02-05,3798.2,IO2002-P-4500                 ,4500,701.8000000000002,16,702.2
2020-02-05,3798.2,IO2002-P-4550                 ,4550,751.8000000000002,16,752.2
2020-02-05,3798.2,IO2002-P-4600                 ,4600,801.8000000000002,16,802.2
2020-02-05,3798.2,IO2002-P-4650                 ,4650,851.8000000000002,16,852.4
2020-02-06,3889.2,IO2002-P-3300                 ,3300,-589.1999999999998,15,3.0
2020-02-06,3889.2,IO2002-P-3350                 ,3350,-539.1999999999998,15,3.4
2020-02-06,3889.2,IO2002-P-3400                 ,3400,-489.1999999999998,15,4.2
2020-02-06,3889.2,IO2002-P-3450                 ,3450,-439.1999999999998,15,5.4
2020-02-06,3889.2,IO2002-P-3500                 ,3500,-389.1999999999998,15,7.2
2020-02-06,3889.2,IO2002-P-3550                 ,3550,-339.1999999999998,15,10.0
2020-02-06,3889.2,IO2002-P-3600                 ,3600,-289.1999999999998,15,13.0
2020-02-06,3889.2,IO2002-P-3650                 ,3650,-239.19999999999982,15,16.6
2020-02-06,3889.2,IO2002-P-3700                 ,3700,-189.19999999999982,15,23.0
2020-02-06,3889.2,IO2002-P-3750                 ,3750,-139.19999999999982,15,30.6
2020-02-06,3889.2,IO2002-P-3800                 ,3800,-89.19999999999982,15,42.2
2020-02-06,3889.2,IO2002-P-3850                 ,3850,-39.19999999999982,15,57.8
2020-02-06,3889.2,IO2002-P-3900                 ,3900,10.800000000000182,15,79.4
2020-02-06,3889.2,IO2002-P-3950                 ,3950,60.80000000000018,15,105.4
2020-02-06,3889.2,IO2002-P-4000                 ,4000,110.80000000000018,15,138.6
2020-02-06,3889.2,IO2002-P-4050                 ,4050,160.80000000000018,15,178.2
2020-02-06,3889.2,IO2002-P-4100                 ,4100,210.80000000000018,15,220.4
2020-02-06,3889.2,IO2002-P-4150                 ,4150,260.8000000000002,15,266.4
2020-02-06,3889.2,IO2002-P-4200                 ,4200,310.8000000000002,15,313.0
2020-02-06,3889.2,IO2002-P-4250                 ,4250,360.8000000000002,15,363.6
2020-02-06,3889.2,IO2002-P-4300                 ,4300,410.8000000000002,15,412.4
2020-02-06,3889.2,IO2002-P-4350                 ,4350,460.8000000000002,15,461.8
2020-02-06,3889.2,IO2002-P-4400                 ,4400,510.8000000000002,15,511.4
2020-02-06,3889.2,IO2002-P-4450                 ,4450,560.8000000000002,15,561.2
2020-02-06,3889.2,IO2002-P-4500                 ,4500,610.8000000000002,15,610.4
2020-02-06,3889.2,IO2002-P-4550                 ,4550,660.8000000000002,15,660.8
2020-02-06,3889.2,IO2002-P-4600                 ,4600,710.8000000000002,15,710.8
2020-02-06,3889.2,IO2002-P-4650                 ,4650,760.8000000000002,15,760.8
2020-02-07,3880.6,IO2002-P-3300                 ,3300,-580.5999999999999,14,2.4
2020-02-07,3880.6,IO2002-P-3350                 ,3350,-530.5999999999999,14,2.8
2020-02-07,3880.6,IO2002-P-3400                 ,3400,-480.5999999999999,14,3.6
2020-02-07,3880.6,IO2002-P-3450                 ,3450,-430.5999999999999,14,4.6
2020-02-07,3880.6,IO2002-P-3500                 ,3500,-380.5999999999999,14,6.0
2020-02-07,3880.6,IO2002-P-3550                 ,3550,-330.5999999999999,14,8.0
2020-02-07,3880.6,IO2002-P-3600                 ,3600,-280.5999999999999,14,11.0
2020-02-07,3880.6,IO2002-P-3650                 ,3650,-230.5999999999999,14,14.8
2020-02-07,3880.6,IO2002-P-3700                 ,3700,-180.5999999999999,14,20.6
2020-02-07,3880.6,IO2002-P-3750                 ,3750,-130.5999999999999,14,27.8
2020-02-07,3880.6,IO2002-P-3800                 ,3800,-80.59999999999991,14,39.6
2020-02-07,3880.6,IO2002-P-3850                 ,3850,-30.59999999999991,14,55.2
2020-02-07,3880.6,IO2002-P-3900                 ,3900,19.40000000000009,14,76.0
2020-02-07,3880.6,IO2002-P-3950                 ,3950,69.40000000000009,14,103.8
2020-02-07,3880.6,IO2002-P-4000                 ,4000,119.40000000000009,14,135.0
2020-02-07,3880.6,IO2002-P-4050                 ,4050,169.4000000000001,14,174.2
2020-02-07,3880.6,IO2002-P-4100                 ,4100,219.4000000000001,14,232.2
2020-02-07,3880.6,IO2002-P-4150                 ,4150,269.4000000000001,14,277.6
2020-02-07,3880.6,IO2002-P-4200                 ,4200,319.4000000000001,14,324.6
2020-02-07,3880.6,IO2002-P-4250                 ,4250,369.4000000000001,14,372.8
2020-02-07,3880.6,IO2002-P-4300                 ,4300,419.4000000000001,14,421.6
2020-02-07,3880.6,IO2002-P-4350                 ,4350,469.4000000000001,14,470.8
2020-02-07,3880.6,IO2002-P-4400                 ,4400,519.4000000000001,14,520.4
2020-02-07,3880.6,IO2002-P-4450                 ,4450,569.4000000000001,14,570.2
2020-02-07,3880.6,IO2002-P-4500                 ,4500,619.4000000000001,14,620.0
2020-02-07,3880.6,IO2002-P-4550                 ,4550,669.4000000000001,14,669.8
2020-02-07,3880.6,IO2002-P-4600                 ,4600,719.4000000000001,14,719.8
2020-02-07,3880.6,IO2002-P-4650                 ,4650,769.4000000000001,14,769.8
2020-02-10,3895.0,IO2002-P-3300                 ,3300,-595.0,11,1.4
2020-02-10,3895.0,IO2002-P-3350                 ,3350,-545.0,11,1.4
2020-02-10,3895.0,IO2002-P-3400                 ,3400,-495.0,11,1.8
2020-02-10,3895.0,IO2002-P-3450                 ,3450,-445.0,11,2.8
2020-02-10,3895.0,IO2002-P-3500                 ,3500,-395.0,11,3.6
2020-02-10,3895.0,IO2002-P-3550                 ,3550,-345.0,11,5.4
2020-02-10,3895.0,IO2002-P-3600                 ,3600,-295.0,11,7.4
2020-02-10,3895.0,IO2002-P-3650                 ,3650,-245.0,11,10.2
2020-02-10,3895.0,IO2002-P-3700                 ,3700,-195.0,11,14.8
2020-02-10,3895.0,IO2002-P-3750                 ,3750,-145.0,11,20.6
2020-02-10,3895.0,IO2002-P-3800                 ,3800,-95.0,11,31.6
2020-02-10,3895.0,IO2002-P-3850                 ,3850,-45.0,11,46.0
2020-02-10,3895.0,IO2002-P-3900                 ,3900,5.0,11,66.2
2020-02-10,3895.0,IO2002-P-3950                 ,3950,55.0,11,94.6
2020-02-10,3895.0,IO2002-P-4000                 ,4000,105.0,11,126.6
2020-02-10,3895.0,IO2002-P-4050                 ,4050,155.0,11,169.4
2020-02-10,3895.0,IO2002-P-4100                 ,4100,205.0,11,212.0
2020-02-10,3895.0,IO2002-P-4150                 ,4150,255.0,11,260.4
2020-02-10,3895.0,IO2002-P-4200                 ,4200,305.0,11,308.2
2020-02-10,3895.0,IO2002-P-4250                 ,4250,355.0,11,357.4
2020-02-10,3895.0,IO2002-P-4300                 ,4300,405.0,11,406.0
2020-02-10,3895.0,IO2002-P-4350                 ,4350,455.0,11,455.2
2020-02-10,3895.0,IO2002-P-4400                 ,4400,505.0,11,505.4
2020-02-10,3895.0,IO2002-P-4450                 ,4450,555.0,11,555.2
2020-02-10,3895.0,IO2002-P-4500                 ,4500,605.0,11,606.2
2020-02-10,3895.0,IO2002-P-4550                 ,4550,655.0,11,654.8
2020-02-10,3895.0,IO2002-P-4600                 ,4600,705.0,11,705.0
2020-02-10,3895.0,IO2002-P-4650                 ,4650,755.0,11,755.2
2020-02-11,3941.6,IO2002-P-3300                 ,3300,-641.5999999999999,10,0.6
2020-02-11,3941.6,IO2002-P-3350                 ,3350,-591.5999999999999,10,0.6
2020-02-11,3941.6,IO2002-P-3400                 ,3400,-541.5999999999999,10,0.8
2020-02-11,3941.6,IO2002-P-3450                 ,3450,-491.5999999999999,10,1.0
2020-02-11,3941.6,IO2002-P-3500                 ,3500,-441.5999999999999,10,1.4
2020-02-11,3941.6,IO2002-P-3550                 ,3550,-391.5999999999999,10,2.4
2020-02-11,3941.6,IO2002-P-3600                 ,3600,-341.5999999999999,10,3.4
2020-02-11,3941.6,IO2002-P-3650                 ,3650,-291.5999999999999,10,4.8
2020-02-11,3941.6,IO2002-P-3700                 ,3700,-241.5999999999999,10,7.2
2020-02-11,3941.6,IO2002-P-3750                 ,3750,-191.5999999999999,10,10.2
2020-02-11,3941.6,IO2002-P-3800                 ,3800,-141.5999999999999,10,16.0
2020-02-11,3941.6,IO2002-P-3850                 ,3850,-91.59999999999991,10,25.4
2020-02-11,3941.6,IO2002-P-3900                 ,3900,-41.59999999999991,10,40.0
2020-02-11,3941.6,IO2002-P-3950                 ,3950,8.400000000000091,10,61.0
2020-02-11,3941.6,IO2002-P-4000                 ,4000,58.40000000000009,10,91.0
2020-02-11,3941.6,IO2002-P-4050                 ,4050,108.40000000000009,10,128.4
2020-02-11,3941.6,IO2002-P-4100                 ,4100,158.4000000000001,10,171.4
2020-02-11,3941.6,IO2002-P-4150                 ,4150,208.4000000000001,10,218.0
2020-02-11,3941.6,IO2002-P-4200                 ,4200,258.4000000000001,10,261.2
2020-02-11,3941.6,IO2002-P-4250                 ,4250,308.4000000000001,10,309.8
2020-02-11,3941.6,IO2002-P-4300                 ,4300,358.4000000000001,10,359.2
2020-02-11,3941.6,IO2002-P-4350                 ,4350,408.4000000000001,10,408.8
2020-02-11,3941.6,IO2002-P-4400                 ,4400,458.4000000000001,10,464.4
2020-02-11,3941.6,IO2002-P-4450                 ,4450,508.4000000000001,10,508.4
2020-02-11,3941.6,IO2002-P-4500                 ,4500,558.4000000000001,10,558.4
2020-02-11,3941.6,IO2002-P-4550                 ,4550,608.4000000000001,10,608.2
2020-02-11,3941.6,IO2002-P-4600                 ,4600,658.4000000000001,10,658.2
2020-02-11,3941.6,IO2002-P-4650                 ,4650,708.4000000000001,10,708.2
2020-02-12,3966.0,IO2002-P-3300                 ,3300,-666.0,9,0.2
2020-02-12,3966.0,IO2002-P-3350                 ,3350,-616.0,9,0.2
2020-02-12,3966.0,IO2002-P-3400                 ,3400,-566.0,9,0.4
2020-02-12,3966.0,IO2002-P-3450                 ,3450,-516.0,9,0.6
2020-02-12,3966.0,IO2002-P-3500                 ,3500,-466.0,9,0.8
2020-02-12,3966.0,IO2002-P-3550                 ,3550,-416.0,9,1.4
2020-02-12,3966.0,IO2002-P-3600                 ,3600,-366.0,9,1.8
2020-02-12,3966.0,IO2002-P-3650                 ,3650,-316.0,9,2.6
2020-02-12,3966.0,IO2002-P-3700                 ,3700,-266.0,9,3.6
2020-02-12,3966.0,IO2002-P-3750                 ,3750,-216.0,9,5.4
2020-02-12,3966.0,IO2002-P-3800                 ,3800,-166.0,9,8.4
2020-02-12,3966.0,IO2002-P-3850                 ,3850,-116.0,9,14.4
2020-02-12,3966.0,IO2002-P-3900                 ,3900,-66.0,9,23.2
2020-02-12,3966.0,IO2002-P-3950                 ,3950,-16.0,9,40.0
2020-02-12,3966.0,IO2002-P-4000                 ,4000,34.0,9,64.2
2020-02-12,3966.0,IO2002-P-4050                 ,4050,84.0,9,99.0
2020-02-12,3966.0,IO2002-P-4100                 ,4100,134.0,9,141.0
2020-02-12,3966.0,IO2002-P-4150                 ,4150,184.0,9,187.0
2020-02-12,3966.0,IO2002-P-4200                 ,4200,234.0,9,236.0
2020-02-12,3966.0,IO2002-P-4250                 ,4250,284.0,9,285.0
2020-02-12,3966.0,IO2002-P-4300                 ,4300,334.0,9,333.8
2020-02-12,3966.0,IO2002-P-4350                 ,4350,384.0,9,384.0
2020-02-12,3966.0,IO2002-P-4400                 ,4400,434.0,9,434.0
2020-02-12,3966.0,IO2002-P-4450                 ,4450,484.0,9,483.8
2020-02-12,3966.0,IO2002-P-4500                 ,4500,534.0,9,533.8
2020-02-12,3966.0,IO2002-P-4550                 ,4550,584.0,9,583.8
2020-02-12,3966.0,IO2002-P-4600                 ,4600,634.0,9,633.8
2020-02-12,3966.0,IO2002-P-4650                 ,4650,684.0,9,683.8
2020-02-13,3955.0,IO2002-P-3300                 ,3300,-655.0,8,0.2
2020-02-13,3955.0,IO2002-P-3350                 ,3350,-605.0,8,0.2
2020-02-13,3955.0,IO2002-P-3400                 ,3400,-555.0,8,0.4
2020-02-13,3955.0,IO2002-P-3450                 ,3450,-505.0,8,0.4
2020-02-13,3955.0,IO2002-P-3500                 ,3500,-455.0,8,0.8
2020-02-13,3955.0,IO2002-P-3550                 ,3550,-405.0,8,1.4
2020-02-13,3955.0,IO2002-P-3600                 ,3600,-355.0,8,2.4
2020-02-13,3955.0,IO2002-P-3650                 ,3650,-305.0,8,2.8
2020-02-13,3955.0,IO2002-P-3700                 ,3700,-255.0,8,4.6
2020-02-13,3955.0,IO2002-P-3750                 ,3750,-205.0,8,6.6
2020-02-13,3955.0,IO2002-P-3800                 ,3800,-155.0,8,10.2
2020-02-13,3955.0,IO2002-P-3850                 ,3850,-105.0,8,16.8
2020-02-13,3955.0,IO2002-P-3900                 ,3900,-55.0,8,27.4
2020-02-13,3955.0,IO2002-P-3950                 ,3950,-5.0,8,45.0
2020-02-13,3955.0,IO2002-P-4000                 ,4000,45.0,8,72.4
2020-02-13,3955.0,IO2002-P-4050                 ,4050,95.0,8,109.0
2020-02-13,3955.0,IO2002-P-4100                 ,4100,145.0,8,151.6
2020-02-13,3955.0,IO2002-P-4150                 ,4150,195.0,8,198.0
2020-02-13,3955.0,IO2002-P-4200                 ,4200,245.0,8,247.6
2020-02-13,3955.0,IO2002-P-4250                 ,4250,295.0,8,297.4
2020-02-13,3955.0,IO2002-P-4300                 ,4300,345.0,8,347.2
2020-02-13,3955.0,IO2002-P-4350                 ,4350,395.0,8,397.0
2020-02-13,3955.0,IO2002-P-4400                 ,4400,445.0,8,444.8
2020-02-13,3955.0,IO2002-P-4450                 ,4450,495.0,8,494.8
2020-02-13,3955.0,IO2002-P-4500                 ,4500,545.0,8,544.8
2020-02-13,3955.0,IO2002-P-4550                 ,4550,595.0,8,594.8
2020-02-13,3955.0,IO2002-P-4600                 ,4600,645.0,8,644.8
